x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.048894405364990234,-0.02819669246673584,-0.02121849624904293,-0.08163309097290039,-0.10604584217071533,-0.030345192984663427,-0.08166474103927612,-0.17743444442749023,-0.04114092221947807,-0.04807162284851074,-0.21178770065307617,-0.05012315219732422,-0.056564927101135254,-0.17825770378112793,-0.0023726898850728873,-0.06504237651824951,-0.2563173472881317,-0.017857412681900442,-0.06834101676940918,-0.30064091086387634,-0.0290339690307011,-0.06764286756515503,-0.340704083442688,-0.039318279237472,-0.0276108980178833,-0.18564099073410034,-0.0054150241101016405,-0.037485361099243164,-0.27850106358528137,-0.026081892536007345,-0.04699176549911499,-0.328031063079834,-0.040784780741654814,-0.052612125873565674,-0.3667365312576294,-0.05058951383920807,-0.00042998790740966797,-0.17755776643753052,-0.011989556127213419,-0.0050675272941589355,-0.2627336084842682,-0.042804700196706236,-0.023131728172302246,-0.21158719062805176,-0.04465838602276939,-0.031489670276641846,-0.1683153510093689,-0.039530140222035826,0.02975320816040039,-0.15611165761947632,-0.020634303675018728,0.0072939395904541016,-0.1911715269088745,-0.05178821167441505,-0.00887155532836914,-0.1441609263420105,-0.05744489362927574,-0.013585209846496582,-0.10211330652236938,-0.056085591078721464,jump
0.0,0.0,0.0,-0.04922831058502197,-0.02571779489517212,-0.023084725154610908,-0.08243656158447266,-0.10239076614379883,-0.03218384542879704,-0.07878434658050537,-0.17473578453063965,-0.04201075517949704,-0.044118642807006836,-0.20645633339881897,-0.04986155116376523,-0.05984830856323242,-0.17006129026412964,-0.005656714918139016,-0.0666089653968811,-0.24925369024276733,-0.020084903476806915,-0.06796753406524658,-0.29229357838630676,-0.030050008459063804,-0.06656962633132935,-0.3323173522949219,-0.03954088398632649,-0.030265629291534424,-0.17767363786697388,-0.006881484197499788,-0.03824681043624878,-0.26887789368629456,-0.026449925167533195,-0.045832037925720215,-0.3184296786785126,-0.04043617182788495,-0.05062812566757202,-0.3574904203414917,-0.050063093094202316,-0.0029234886169433594,-0.169369637966156,-0.011592148704501426,-0.002110004425048828,-0.25138741731643677,-0.041806370852562225,-0.015526175498962402,-0.2045271098613739,-0.04558026128825787,-0.02253669500350952,-0.16331225633621216,-0.04203867623028401,0.02719634771347046,-0.14817273616790771,-0.01834761248347405,0.012948334217071533,-0.1825237274169922,-0.049661305634352004,-7.569789886474609e-06,-0.13988208770751953,-0.05718202972230557,-0.0037952661514282227,-0.10063248872756958,-0.05741682731923703,jump
0.0,0.0,0.0,-0.04882889986038208,-0.025701284408569336,-0.021109263014743362,-0.08235776424407959,-0.09824120998382568,-0.029733783167550598,-0.07693439722061157,-0.1691330075263977,-0.03884845466608766,-0.04273176193237305,-0.20371901988983154,-0.04616673530335191,-0.06148189306259155,-0.16579782962799072,-0.005393996436843906,-0.06853210926055908,-0.24136826395988464,-0.01993450762028459,-0.07012349367141724,-0.2823887765407562,-0.030382983919928108,-0.07001352310180664,-0.321319043636322,-0.03968544171447519,-0.03336423635482788,-0.17252618074417114,-0.006997582570413385,-0.040998220443725586,-0.26177626848220825,-0.024838746127436195,-0.04866975545883179,-0.309198260307312,-0.03760447220201257,-0.054244041442871094,-0.3477299213409424,-0.046302294892022644,-0.00651240348815918,-0.1639987826347351,-0.011882915694961582,-0.007641851902008057,-0.24610939621925354,-0.04122603924269441,-0.018956780433654785,-0.20012199878692627,-0.044839652788589035,-0.02408665418624878,-0.1591840386390686,-0.04099909828300241,0.022500276565551758,-0.143540620803833,-0.018448468831131493,0.008596420288085938,-0.18192005157470703,-0.04874004663223985,-0.0027840137481689453,-0.14029431343078613,-0.05470628530974153,-0.004932999610900879,-0.10105961561203003,-0.05365333200688127,jump
0.0,0.0,0.0,-0.049194931983947754,-0.023216426372528076,-0.020243218013519026,-0.08247166872024536,-0.09297406673431396,-0.02704976483570931,-0.07637512683868408,-0.16320690512657166,-0.034237587669366576,-0.04422205686569214,-0.19807252287864685,-0.03960270605372784,-0.06432932615280151,-0.15786918997764587,-0.0031531072067707555,-0.07250124216079712,-0.22981396317481995,-0.015745047324770667,-0.07455432415008545,-0.26921606063842773,-0.025231564262384154,-0.07519954442977905,-0.30707305669784546,-0.03404320947217343,-0.037409961223602295,-0.166212260723114,-0.0043467193222284095,-0.046559274196624756,-0.2510102391242981,-0.020386602574461676,-0.054744839668273926,-0.296428918838501,-0.03233131564545033,-0.06066453456878662,-0.33359748125076294,-0.04064825720476506,-0.010960936546325684,-0.15941250324249268,-0.008801882000142314,-0.013600528240203857,-0.23725184798240662,-0.03642442248153088,-0.02240210771560669,-0.194046288728714,-0.040356242874139525,-0.02538388967514038,-0.15587463974952698,-0.037183550962680556,0.017952919006347656,-0.14084529876708984,-0.014918804944926478,0.004917562007904053,-0.17749083042144775,-0.04370399362730382,-0.00449526309967041,-0.13821637630462646,-0.04962805084275601,-0.004894614219665527,-0.10135030746459961,-0.048949507841342665,jump
0.0,0.0,0.0,-0.048750340938568115,-0.02277427911758423,-0.018719413573444754,-0.0806429386138916,-0.09083271026611328,-0.024697370151580245,-0.07461744546890259,-0.15889370441436768,-0.03136985122650948,-0.04474693536758423,-0.1926659345626831,-0.03656741722911683,-0.06395411491394043,-0.1492287814617157,-0.002285095187426478,-0.07396012544631958,-0.22067791223526,-0.013345899316073329,-0.07724952697753906,-0.259273499250412,-0.021581444213689238,-0.07721000909805298,-0.29643523693084717,-0.029662284324468047,-0.03741556406021118,-0.15959781408309937,-0.003651854605005056,-0.048429012298583984,-0.2422899603843689,-0.01814784973353234,-0.056249260902404785,-0.2866271734237671,-0.02875081754714337,-0.06073331832885742,-0.32236242294311523,-0.036393520677984625,-0.010876953601837158,-0.154448002576828,-0.008137019606829554,-0.01429593563079834,-0.2321808636188507,-0.033692521298826605,-0.02228325605392456,-0.1929357647895813,-0.037590489978493125,-0.024230659008026123,-0.15695244073867798,-0.035108977253139884,0.018283963203430176,-0.13727253675460815,-0.014200495811701686,0.005924642086029053,-0.174994558095932,-0.04154921441763726,-0.0029851794242858887,-0.13869798183441162,-0.047611271286905676,-0.0029671788215637207,-0.10213935375213623,-0.04749218865722504,jump
0.0,0.0,0.0,-0.05089229345321655,-0.02337247133255005,-0.01815962686228545,-0.08180063962936401,-0.08926701545715332,-0.022803255236027553,-0.07387179136276245,-0.15632355213165283,-0.028077916121361568,-0.045434653759002686,-0.19081690907478333,-0.03183220594215186,-0.0679519772529602,-0.14954081177711487,0.0019656383709332204,-0.07767516374588013,-0.21711108088493347,-0.008810889786360576,-0.08027571439743042,-0.25433775782585144,-0.018221353059885814,-0.0806916356086731,-0.29049915075302124,-0.027163314512250736,-0.041995346546173096,-0.15942922234535217,0.0003887259561849987,-0.05412709712982178,-0.2387034296989441,-0.013200820302841976,-0.061292946338653564,-0.2812800407409668,-0.025075509092090442,-0.06557726860046387,-0.3169803023338318,-0.03396635769891532,-0.0160367488861084,-0.15352001786231995,-0.0046274157895425105,-0.019810855388641357,-0.22862392663955688,-0.030173725327728107,-0.024229586124420166,-0.19102540612220764,-0.03606942935871871,-0.024251699447631836,-0.15534707903862,-0.035082070967433765,0.012992799282073975,-0.13601970672607422,-0.011175568094728305,0.0015305280685424805,-0.1739899218082428,-0.03823890431809218,-0.005202770233154297,-0.13900843262672424,-0.04489990218567641,-0.0038560032844543457,-0.1044660210609436,-0.04550146578836234,jump
0.0,0.0,0.0,-0.043533504009246826,-0.02891451120376587,-0.01732432428726227,-0.07259160280227661,-0.09820109605789185,-0.025850219242062877,-0.07505041360855103,-0.1590462625026703,-0.036437695435967754,-0.045281052589416504,-0.18622145056724548,-0.04570906009503872,-0.04514056444168091,-0.1668907105922699,-0.0032510506545868623,-0.050788938999176025,-0.23601418733596802,-0.018658371232238125,-0.053607165813446045,-0.2769375145435333,-0.029283769018736194,-0.05385643243789673,-0.31259042024612427,-0.03833555202909977,-0.018649935722351074,-0.17232173681259155,-0.007887915298130821,-0.024382174015045166,-0.25898635387420654,-0.027509992532220195,-0.03503352403640747,-0.3064345717430115,-0.04023489128777058,-0.04275315999984741,-0.342506468296051,-0.04798834543653996,0.0057929158210754395,-0.16297927498817444,-0.015501292943742584,-0.001316070556640625,-0.235938161611557,-0.04398367699214489,-0.021349012851715088,-0.1899746060371399,-0.04407803114482434,-0.031207263469696045,-0.15055003762245178,-0.03749416541286976,0.03000742197036743,-0.14084085822105408,-0.024875279105987858,0.004419505596160889,-0.17337295413017273,-0.05112848203608067,-0.012126684188842773,-0.13187000155448914,-0.053258785567965816,-0.01717740297317505,-0.09366369247436523,-0.04972885694333584,jump
0.0,0.0,0.0,-0.042572200298309326,-0.034548938274383545,-0.01712145532635745,-0.07044047117233276,-0.10539931058883667,-0.026951654508390988,-0.0757017731666565,-0.16735756397247314,-0.039400289460697735,-0.046124815940856934,-0.19319400191307068,-0.05024324233798083,-0.03772979974746704,-0.1741841733455658,-0.00481193808061775,-0.041437387466430664,-0.2463434636592865,-0.021943379819074238,-0.043294668197631836,-0.2896939516067505,-0.03334678213266429,-0.043148159980773926,-0.32781752943992615,-0.04293793688682612,-0.011409103870391846,-0.1775626838207245,-0.01035238678721484,-0.014556288719177246,-0.2668682336807251,-0.03285857538847026,-0.024228811264038086,-0.31720662117004395,-0.04697214688328799,-0.031545162200927734,-0.35657840967178345,-0.05516233544019755,0.012544989585876465,-0.1666909158229828,-0.018743791311660374,0.0004946589469909668,-0.23982080817222595,-0.04777932043341693,-0.02223372459411621,-0.19390302896499634,-0.04638175915149745,-0.033166468143463135,-0.15570831298828125,-0.0383588994589239,0.0349312424659729,-0.1438925564289093,-0.029107655092754925,0.0038580894470214844,-0.17713481187820435,-0.05358913044599589,-0.012328505516052246,-0.13851144909858704,-0.05438052739171084,-0.016044557094573975,-0.10342222452163696,-0.049958488598147,jump
0.0,0.0,0.0,-0.044201433658599854,-0.030571460723876953,-0.01720211192044019,-0.07413238286972046,-0.10093450546264648,-0.025693464120948306,-0.07540082931518555,-0.1632460355758667,-0.03647907174202203,-0.044486045837402344,-0.19047635793685913,-0.045863089179718486,-0.04502767324447632,-0.16979756951332092,-0.0029855275341361676,-0.04914724826812744,-0.24080562591552734,-0.019073483562195293,-0.05014240741729736,-0.2828601002693176,-0.030000085970485202,-0.04860109090805054,-0.31967633962631226,-0.03904278672310113,-0.01773512363433838,-0.17489853501319885,-0.007898359587514392,-0.02242833375930786,-0.263097882270813,-0.02813480890365838,-0.03074723482131958,-0.3121265769004822,-0.04086575008007287,-0.03627747297286987,-0.35038089752197266,-0.04841124734851121,0.007736265659332275,-0.16513776779174805,-0.015931819593632213,-0.00023502111434936523,-0.23738718032836914,-0.0453101070878148,-0.020543396472930908,-0.1903630495071411,-0.04532079494568109,-0.03090769052505493,-0.1497596800327301,-0.038137030815803996,0.032711923122406006,-0.14252352714538574,-0.025819192668521396,0.007095038890838623,-0.17497915029525757,-0.051962752854549876,-0.010827600955963135,-0.1344517171382904,-0.05381402096720933,-0.01783454418182373,-0.09671783447265625,-0.049947672551596156,jump
0.0,0.0,0.0,-0.04879862070083618,-0.02680683135986328,-0.02042499086199001,-0.07763433456420898,-0.0939674973487854,-0.028340701892354048,-0.0653190016746521,-0.1578962504863739,-0.03673203377363876,-0.03173041343688965,-0.18824976682662964,-0.04357627494571403,-0.058532655239105225,-0.15702399611473083,-0.00584941072700218,-0.06406289339065552,-0.22713127732276917,-0.02091555571494297,-0.06405574083328247,-0.26682424545288086,-0.032079738512017286,-0.06230705976486206,-0.30418556928634644,-0.0414992281639357,-0.030923128128051758,-0.1635463833808899,-0.007832670531549013,-0.03784853219985962,-0.2482675313949585,-0.02518418332872585,-0.04275023937225342,-0.2931841015815735,-0.03781911446092323,-0.044960975646972656,-0.3297606110572815,-0.04651890410421089,-0.0048767924308776855,-0.15489652752876282,-0.0131055199944754,-0.004423797130584717,-0.23007720708847046,-0.04157013533947662,-0.011941254138946533,-0.18595042824745178,-0.04536306200859741,-0.014238297939300537,-0.14669716358184814,-0.04187453998563484,0.02317887544631958,-0.13400080800056458,-0.02017111232814983,0.013011038303375244,-0.16842800378799438,-0.04877793504235939,0.0033011436462402344,-0.12975788116455078,-0.054076303675152815,0.0012266039848327637,-0.09344053268432617,-0.0529096396112223,jump
