x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.044729650020599365,-0.008063435554504395,-0.03736657302903268,-0.08425676822662354,-0.04643452167510986,-0.06910029079841706,-0.08509033918380737,-0.04707980155944824,-0.10231316115783784,-0.06043428182601929,-0.030543744564056396,-0.13576307918953034,-0.0666055679321289,-0.18737328052520752,-0.05801931794809434,-0.10824370384216309,-0.2912181615829468,-0.09367260363029573,-0.1380060315132141,-0.34431540966033936,-0.11521455671714875,-0.15545451641082764,-0.3899685740470886,-0.1306066664688501,-0.012920856475830078,-0.19957733154296875,-0.06646968450473878,-0.030045151710510254,-0.3383004665374756,-0.10556525763200852,-0.041440486907958984,-0.40888404846191406,-0.1276496204368982,-0.046697795391082764,-0.45990288257598877,-0.14003168072628114,0.03689175844192505,-0.166664719581604,-0.07713949706482026,0.0553513765335083,-0.20519745349884033,-0.13145084705280397,0.03481554985046387,-0.1079643964767456,-0.1370543393127832,0.021134376525878906,-0.03486943244934082,-0.1275452527038965,0.08786594867706299,-0.10716384649276733,-0.08979484465049836,0.08881235122680664,-0.09286266565322876,-0.13765266563819978,0.06509476900100708,-0.02337568998336792,-0.13894292738365266,0.046319544315338135,0.028283357620239258,-0.12952658560203645,jump
0.0,0.0,0.0,-0.06292104721069336,-0.02340906858444214,-0.038874440161009716,-0.12079614400863647,-0.07700711488723755,-0.06539676365019886,-0.11790359020233154,-0.10453397035598755,-0.09213122752072422,-0.0743665099143982,-0.11075526475906372,-0.11716283884408085,-0.10938441753387451,-0.23807978630065918,-0.05105331194164364,-0.15269607305526733,-0.3491833806037903,-0.08852870043875782,-0.179162859916687,-0.41632741689682007,-0.10949556556107609,-0.19628804922103882,-0.4764670729637146,-0.12323658194901554,-0.04715043306350708,-0.25824230909347534,-0.05805676457049458,-0.06320613622665405,-0.389193058013916,-0.09362636533143132,-0.06926321983337402,-0.4666847586631775,-0.1123453083312711,-0.06957560777664185,-0.5352331697940826,-0.12230107959868519,0.00963735580444336,-0.23514330387115479,-0.06883069899441807,0.0182570219039917,-0.285574734210968,-0.1212070363438329,-0.0036169886589050293,-0.19510036706924438,-0.1278501677191457,-0.020788490772247314,-0.12893420457839966,-0.11969332423569767,0.06260234117507935,-0.18225747346878052,-0.08269365903498738,0.0548173189163208,-0.15246695280075073,-0.1307517963326177,0.02798360586166382,-0.08048814535140991,-0.13673640069129078,0.008020341396331787,-0.02983003854751587,-0.13088441666724293,jump
0.0,0.0,0.0,-0.06679785251617432,-0.01409238576889038,-0.038765417888697584,-0.12899082899093628,-0.07726919651031494,-0.06283855672174354,-0.1287946105003357,-0.12154769897460938,-0.08767640824609657,-0.08262461423873901,-0.13526248931884766,-0.10969302292161842,-0.11854022741317749,-0.23478615283966064,-0.04180086638027092,-0.16318321228027344,-0.34361517429351807,-0.08065727587037941,-0.19050300121307373,-0.4083993434906006,-0.10406226898723503,-0.2086893916130066,-0.46322962641716003,-0.11997205997997185,-0.05990481376647949,-0.25402718782424927,-0.04847343499952217,-0.08206862211227417,-0.3884841203689575,-0.08643823350959678,-0.09374988079071045,-0.4725783169269562,-0.10777617479854484,-0.09769958257675171,-0.5423822402954102,-0.11944310601049324,-0.0053351521492004395,-0.2342435121536255,-0.05991802971058746,-0.005658268928527832,-0.30695641040802,-0.11083901907497307,-0.025845766067504883,-0.21273833513259888,-0.11375762756162544,-0.037696003913879395,-0.1400359869003296,-0.10320412601524254,0.04814964532852173,-0.18971532583236694,-0.07519462193542381,0.02944791316986084,-0.16931718587875366,-0.12367096032195946,0.0035740137100219727,-0.09593415260314941,-0.1305944942980375,-0.011234402656555176,-0.043674349784851074,-0.1250567161589231,jump
0.0,0.0,0.0,-0.06667321920394897,-0.011983871459960938,-0.03764902717034602,-0.1300678849220276,-0.07295495271682739,-0.06022033384601855,-0.1312774419784546,-0.120261549949646,-0.08352033338110232,-0.08663183450698853,-0.14292365312576294,-0.10419877907793307,-0.12232893705368042,-0.23103350400924683,-0.037971812398836846,-0.16869211196899414,-0.33692723512649536,-0.07469611159126543,-0.1975877285003662,-0.3993076682090759,-0.09713693997423434,-0.21709120273590088,-0.4530063271522522,-0.11271513542692446,-0.063007652759552,-0.2539557218551636,-0.0440626098827579,-0.08875751495361328,-0.3864138126373291,-0.07895203223984026,-0.10332834720611572,-0.46907156705856323,-0.09947122177641177,-0.10991889238357544,-0.5388239622116089,-0.11150054922859454,-0.007189154624938965,-0.23709487915039062,-0.05504488861720347,-0.013577282428741455,-0.31463122367858887,-0.1052406682686069,-0.03461611270904541,-0.225258469581604,-0.11113622328798556,-0.04635995626449585,-0.153678297996521,-0.10336154243509554,0.047709882259368896,-0.19394969940185547,-0.0694592698530414,0.024375498294830322,-0.17763745784759521,-0.11847386798422122,-0.002416074275970459,-0.106606125831604,-0.12777141025821948,-0.01718461513519287,-0.05341029167175293,-0.124448071332381,jump
0.0,0.0,0.0,-0.06633526086807251,-0.006910920143127441,-0.03875746567419469,-0.13051176071166992,-0.06546932458877563,-0.06126674626639783,-0.138471782207489,-0.11582285165786743,-0.08477302630117833,-0.10004037618637085,-0.15248310565948486,-0.10519015778473317,-0.12587445974349976,-0.2305554747581482,-0.03483127792051732,-0.1747584342956543,-0.3331716060638428,-0.07212289412191808,-0.2053889036178589,-0.3942473232746124,-0.0965812428729862,-0.22626495361328125,-0.447029173374176,-0.11419376720360219,-0.06895983219146729,-0.254638135433197,-0.0403814202981323,-0.10036277770996094,-0.38410717248916626,-0.07768784452846944,-0.11882919073104858,-0.46799325942993164,-0.10251183797291219,-0.12781798839569092,-0.540508359670639,-0.1182276232974857,-0.015405535697937012,-0.24054878950119019,-0.051066331459793446,-0.025615215301513672,-0.3229605555534363,-0.10299392779043615,-0.04823148250579834,-0.23062241077423096,-0.10967372347286641,-0.06052708625793457,-0.15857332944869995,-0.10276795913151204,0.038147151470184326,-0.2013271450996399,-0.06529121090343892,0.010711491107940674,-0.18786966800689697,-0.11606789369753301,-0.015980243682861328,-0.11458635330200195,-0.1264085545080036,-0.030050456523895264,-0.061145007610321045,-0.12401279796532094,jump
0.0,0.0,0.0,-0.07136344909667969,-0.006129264831542969,-0.04361711142649938,-0.13234537839889526,-0.05913645029067993,-0.07041122091999341,-0.14319831132888794,-0.11550754308700562,-0.09751174671640683,-0.10404521226882935,-0.15925121307373047,-0.12099470270862867,-0.13118791580200195,-0.22906213998794556,-0.03782164005627919,-0.1818804144859314,-0.3281235694885254,-0.07862198425522138,-0.21334397792816162,-0.39046505093574524,-0.1071236438869505,-0.23449909687042236,-0.4452195465564728,-0.12795368654718686,-0.07475811243057251,-0.2529110908508301,-0.04243685005297948,-0.10805708169937134,-0.3833196759223938,-0.08250374419679929,-0.1274929642677307,-0.46742284297943115,-0.11097820920934964,-0.13670951128005981,-0.540587455034256,-0.1300437830208807,-0.022183537483215332,-0.23904258012771606,-0.052507419866230975,-0.0347406268119812,-0.3247995376586914,-0.10486532075395871,-0.056837499141693115,-0.22955262660980225,-0.10972569210520078,-0.06648564338684082,-0.15698444843292236,-0.10214825047245313,0.030195951461791992,-0.20047849416732788,-0.06675822360506345,0.0002587437629699707,-0.19865822792053223,-0.11694669796219159,-0.023707032203674316,-0.12214100360870361,-0.12467888070335675,-0.03337019681930542,-0.0656353235244751,-0.12068632317772199,jump
0.0,0.0,0.0,-0.06972110271453857,-0.00457078218460083,-0.04512384479880893,-0.13131803274154663,-0.06524121761322021,-0.07198574712515438,-0.1332014799118042,-0.12427842617034912,-0.09887314906359279,-0.0921095609664917,-0.1684446930885315,-0.12255862673760021,-0.12810510396957397,-0.23224544525146484,-0.042147717829948306,-0.17782819271087646,-0.33538922667503357,-0.08321595510483348,-0.20813870429992676,-0.3991023600101471,-0.11058529039860332,-0.22789007425308228,-0.4534684419631958,-0.1307410108113345,-0.06791150569915771,-0.2552517056465149,-0.04707079326749408,-0.09745216369628906,-0.3896331787109375,-0.0902865486407336,-0.11496239900588989,-0.47695741057395935,-0.12075647285223567,-0.12194162607192993,-0.549060732126236,-0.14036595394850337,-0.012951195240020752,-0.24066293239593506,-0.05718807822108829,-0.02426356077194214,-0.33424630761146545,-0.11410436352730358,-0.04270046949386597,-0.2411736249923706,-0.12198646685124004,-0.048477351665496826,-0.1694825291633606,-0.11581237187624538,0.04286015033721924,-0.20208001136779785,-0.07111383548021877,0.012862563133239746,-0.19641876220703125,-0.12771038284540737,-0.008003592491149902,-0.11688011884689331,-0.13951150646448696,-0.013889133930206299,-0.05865943431854248,-0.13744668236017787,jump
0.0,0.0,0.0,-0.06622534990310669,-0.011028945446014404,-0.04293061760955652,-0.12771791219711304,-0.0879092812538147,-0.06650479106002649,-0.11900901794433594,-0.15151137113571167,-0.08962698993974527,-0.07221078872680664,-0.1875637173652649,-0.11048588869863352,-0.11900025606155396,-0.2468765377998352,-0.047142471799190844,-0.16814887523651123,-0.36291593313217163,-0.08581241188340982,-0.1948692798614502,-0.43090641498565674,-0.11076926408105692,-0.21180498600006104,-0.4917886257171631,-0.12968180296712717,-0.05854356288909912,-0.2661430835723877,-0.05245561493330797,-0.08151626586914062,-0.4179825186729431,-0.09150324729972681,-0.09005051851272583,-0.509671151638031,-0.11759572444253763,-0.09202516078948975,-0.5888318717479706,-0.13476977465444406,-0.002985656261444092,-0.24706923961639404,-0.06226381627612909,-0.0013657212257385254,-0.3540278375148773,-0.11948510227495035,-0.016644716262817383,-0.2676911950111389,-0.13086672840410074,-0.025492548942565918,-0.19984793663024902,-0.12767735836797556,0.052324652671813965,-0.20231831073760986,-0.0752855983167251,0.03705108165740967,-0.19855868816375732,-0.1359751593857368,0.014931678771972656,-0.11911773681640625,-0.15154833314710459,0.004665732383728027,-0.06012982130050659,-0.15244003353410562,jump
0.0,0.0,0.0,-0.06848800182342529,-0.015465617179870605,-0.04337444498102627,-0.12886440753936768,-0.08251148462295532,-0.06923116340200863,-0.12719184160232544,-0.14231008291244507,-0.09451924606125317,-0.07987499237060547,-0.17072612047195435,-0.11671094938080273,-0.11891400814056396,-0.24378037452697754,-0.04804861142199002,-0.16556155681610107,-0.35720914602279663,-0.08878779007952176,-0.19067156314849854,-0.42297983169555664,-0.11565669222633801,-0.2078210711479187,-0.47951313853263855,-0.13510686500828228,-0.05807626247406006,-0.2623245120048523,-0.0517688986555811,-0.07851850986480713,-0.4083206057548523,-0.09108218147318325,-0.08483624458312988,-0.49724265933036804,-0.11745621605675183,-0.08563947677612305,-0.57085981965065,-0.1346580569342848,-0.0021915435791015625,-0.24539411067962646,-0.05982199280421696,-0.0013285279273986816,-0.3339139223098755,-0.11035336895744763,-0.0162808895111084,-0.24918293952941895,-0.11691255464117489,-0.02590852975845337,-0.18344682455062866,-0.11180989040892086,0.05398613214492798,-0.20296841859817505,-0.07202775373022519,0.03568673133850098,-0.1865220069885254,-0.12463183297674618,0.012045502662658691,-0.10538238286972046,-0.13556592508118115,-0.0010157227516174316,-0.04526698589324951,-0.1338040266827818,jump
0.0,0.0,0.0,-0.06487524509429932,-0.008346259593963623,-0.04176291020445433,-0.127369225025177,-0.07342618703842163,-0.0672487946026763,-0.13141679763793945,-0.12931358814239502,-0.09307331161431875,-0.08977305889129639,-0.16659951210021973,-0.11654104607038107,-0.11717885732650757,-0.23697412014007568,-0.0427584381573638,-0.16588282585144043,-0.3421838879585266,-0.08232130424909201,-0.19483739137649536,-0.40477824211120605,-0.1087977396123847,-0.21401023864746094,-0.45929890871047974,-0.1281618730895957,-0.05735701322555542,-0.2560446262359619,-0.04810566397242155,-0.08211678266525269,-0.39328092336654663,-0.089134487675949,-0.09602797031402588,-0.48004019260406494,-0.11762454675368872,-0.10201090574264526,-0.5497977435588837,-0.1356052266233405,-0.00276029109954834,-0.2386549711227417,-0.057955040948911574,-0.012346148490905762,-0.32827484607696533,-0.11379865126542654,-0.033401310443878174,-0.23806989192962646,-0.12375728355578985,-0.042372703552246094,-0.16624242067337036,-0.1191582338684043,0.05145996809005737,-0.196180522441864,-0.0710763217680892,0.02367156744003296,-0.18790292739868164,-0.1280364351146659,0.0005907416343688965,-0.10889047384262085,-0.140944148766323,-0.007335782051086426,-0.049034833908081055,-0.13959440158538428,jump
